Latitude,Longitude,Average of MicroPlastic,Sample_Date
24.5,-83.11,0,2004-01-30 00:00:00
24.78,-83.3,0,2004-01-30 00:00:00
24.12,-81.9,0.006299,2004-02-12 00:00:00
24.19,-82.01,0,2004-02-12 00:00:00
24.05,-81.6,0.00324,2004-02-13 00:00:00
24.67,-80.52,0,2004-02-13 00:00:00
27.33,-142.18,0,2004-02-13 00:00:00
25.51,-79.89,0.011319,2004-02-14 00:00:00
26.53,-79.6,0.00108,2004-02-14 00:00:00
26.6,-142.77,0,2004-02-14 00:00:00
27.82,-79.84,0.007199,2004-02-14 00:00:00
25.68,-143.09,0,2004-02-15 00:00:00
28.16,-78.61,0,2004-02-15 00:00:00
24.59,-143.47,0,2004-02-16 00:00:00
27.68,-78.19,0,2004-02-16 00:00:00
24.28,-143.99,0,2004-02-17 00:00:00
27.08,-76.52,0.0027,2004-02-17 00:00:00
27.1,-77.35,0.010799,2004-02-17 00:00:00
23.35,-144.31,0,2004-02-18 00:00:00
23.15,-144.69,0,2004-02-19 00:00:00
22.99,-148.78,0,2004-02-20 00:00:00
23.65,-149.74,0,2004-02-21 00:00:00
25.7,-76.82,0,2004-02-21 00:00:00
25.82,-76.19,0,2004-02-21 00:00:00
24.21,-149.32,0,2004-02-22 00:00:00
26.09,-75.69,0.0006,2004-02-22 00:00:00
26.36,-75.51,0,2004-02-22 00:00:00
25.68,-74.8,0.070194,2004-02-23 00:00:00
26.16,-75.4,0,2004-02-23 00:00:00
24.84,-72.76,0,2004-02-24 00:00:00
25.05,-73.83,0.000982,2004-02-24 00:00:00
24.79,-71.14,0.002077,2004-02-25 00:00:00
24.84,-71.45,0.00081,2004-02-25 00:00:00
23.3,-70.22,0.0027,2004-02-26 00:00:00
24.13,-70.5,0.006557,2004-02-26 00:00:00
21.59,-69.1,0.013885,2004-02-27 00:00:00
22.41,-69.71,0.005398,2004-02-27 00:00:00
24.52,-148.47,0,2004-03-01 00:00:00
24.37,-147.78,0,2004-03-02 00:00:00
25.28,-147,0,2004-03-03 00:00:00
19.21,-69.09,0.00108,2004-03-04 00:00:00
19.43,-69.12,0.003857,2004-03-04 00:00:00
25.94,-146.58,0,2004-03-04 00:00:00
18.64,-68.26,0,2004-03-05 00:00:00
16.73,-69.02,0,2004-03-06 00:00:00
15.73,-69.66,0,2004-03-07 00:00:00
15.88,-70.92,0,2004-03-07 00:00:00
15.86,-72.02,0,2004-03-08 00:00:00
15.99,-73.36,0,2004-03-08 00:00:00
16.16,-74.36,0,2004-03-09 00:00:00
16.8,-75.32,0.00108,2004-03-09 00:00:00
17.19,-76.15,0,2004-03-09 00:00:00
17.63,-78.29,0.001259,2004-03-12 00:00:00
24.71,-80.31,0,2004-03-28 00:00:00
24.91,-79.63,0,2004-03-28 00:00:00
26.21,-144.53,0.013499,2004-03-28 00:00:00
26.14,-143.12,0.00432,2004-03-29 00:00:00
25.69,-141.14,0.00405,2004-03-30 00:00:00
26.05,-141.2,0.00162,2004-03-30 00:00:00
26.18,-79.45,0.00108,2004-03-30 00:00:00
26.22,-78.42,0.006942,2004-03-30 00:00:00
24.73,-139.58,0,2004-03-31 00:00:00
25.35,-141.11,0.00324,2004-03-31 00:00:00
25.65,-76.4,0.00141,2004-03-31 00:00:00
23.52,-141.63,0,2004-04-01 00:00:00
24.03,-138.44,0,2004-04-01 00:00:00
24.87,-73.46,0.009817,2004-04-02 00:00:00
22.76,-141.69,0,2004-04-03 00:00:00
23.75,-73.16,0.0054,2004-04-03 00:00:00
21.15,-142.77,0,2004-04-04 00:00:00
21.31,-73.64,0.049676,2004-04-04 00:00:00
21.42,-142.07,0,2004-04-04 00:00:00
22.11,-141.71,0,2004-04-04 00:00:00
23.06,-73.22,0.007019,2004-04-04 00:00:00
18.97,-143.47,0,2004-04-06 00:00:00
19.8,-143.03,0,2004-04-06 00:00:00
17.93,-75.94,0,2004-04-07 00:00:00
19.24,-143.41,0,2004-04-07 00:00:00
19.51,-144.23,0.0006,2004-04-07 00:00:00
19.43,-145.47,0,2004-04-09 00:00:00
19.62,-146.5,0,2004-04-10 00:00:00
19.73,-146.63,0,2004-04-10 00:00:00
19.96,-146.64,0,2004-04-10 00:00:00
18.68,-76.92,0.00324,2004-04-12 00:00:00
19.58,-78.68,0.0042,2004-04-13 00:00:00
20.15,-147.77,0,2004-04-13 00:00:00
19.75,-79.29,0.00432,2004-04-14 00:00:00
20.14,-148.94,0,2004-04-14 00:00:00
20.35,-154.67,0,2004-04-14 00:00:00
20.6,-154.81,0.00288,2004-04-14 00:00:00
18.53,-80.8,0,2004-04-15 00:00:00
16.63,-83.56,0,2004-04-16 00:00:00
17.39,-82.7,0,2004-04-16 00:00:00
16.3,-85.9,0,2004-04-18 00:00:00
20.57,-154.86,0.004154,2004-04-19 00:00:00
20.61,-155,0.002314,2004-04-19 00:00:00
18.46,-157.58,0.00108,2004-04-20 00:00:00
19.24,-156.55,0.008099,2004-04-20 00:00:00
19.95,-156.16,0,2004-04-20 00:00:00
20.27,-156.47,0,2004-04-20 00:00:00
16.88,-159.15,0,2004-04-21 00:00:00
17.55,-158.31,0.0006,2004-04-21 00:00:00
16.28,-160.37,0.00108,2004-04-22 00:00:00
16.36,-159.94,0,2004-04-22 00:00:00
15.94,-162.49,0,2004-04-23 00:00:00
16.13,-162,0,2004-04-23 00:00:00
14.71,-157.43,0.000794,2004-04-24 00:00:00
15.25,-157.55,0.006075,2004-04-24 00:00:00
24,-82.03,0.0027,2004-04-29 00:00:00
24.05,-82.08,0,2004-04-29 00:00:00
24.11,-82.09,0,2004-04-29 00:00:00
13.69,-156.87,0.002216,2004-05-09 00:00:00
14.12,-157.12,0.001137,2004-05-09 00:00:00
25.14,-80.08,0,2004-05-09 00:00:00
24.98,-79.77,0.000675,2004-05-10 00:00:00
11.44,-156.82,0.008101,2004-05-11 00:00:00
12.52,-156.96,0.00432,2004-05-11 00:00:00
12.95,-156.94,0,2004-05-11 00:00:00
26.72,-79.85,0,2004-05-11 00:00:00
27.98,-80.02,0.00054,2004-05-11 00:00:00
29.07,-79.8,0,2004-05-11 00:00:00
10.33,-156.71,0,2004-05-12 00:00:00
11.09,-156.77,0.020248,2004-05-12 00:00:00
8.38,-151.97,0,2004-05-13 00:00:00
9.55,-155.93,0.007874,2004-05-13 00:00:00
30.99,-78.65,0.004447,2004-05-13 00:00:00
6.42,-148.97,0,2004-05-14 00:00:00
6.84,-149.44,0,2004-05-14 00:00:00
7.43,-149.9,0,2004-05-14 00:00:00
31.42,-77.94,0.0018,2004-05-14 00:00:00
31.81,-77.22,0.015299,2004-05-14 00:00:00
5.79,-147.72,0,2004-05-15 00:00:00
32.44,-76.23,0.0027,2004-05-15 00:00:00
32.6,-75.14,0,2004-05-15 00:00:00
32.77,-74.83,0.00108,2004-05-15 00:00:00
5.28,-146.64,0.028021,2004-05-16 00:00:00
4.41,-145.74,0.058027,2004-05-17 00:00:00
32.21,-72.4,0.019978,2004-05-17 00:00:00
32.59,-73.26,0.009179,2004-05-17 00:00:00
2.19,-135.73,0.010895,2004-05-18 00:00:00
2.89,-137.24,0.090844,2004-05-18 00:00:00
3.48,-143.62,0.004321,2004-05-18 00:00:00
31.75,-69.47,0.0027,2004-05-18 00:00:00
32.13,-71.42,0.00486,2004-05-18 00:00:00
31.93,-66.66,0.057775,2004-05-19 00:00:00
40.68,-128.9,0.652839,2004-05-19 00:00:00
40.58,-157.79,0.010937,2004-05-20 00:00:00
40.38,-157.49,0.112155,2004-05-21 00:00:00
40.16,-157.42,0,2004-05-22 00:00:00
39.9,-157.2,0,2004-05-23 00:00:00
33.1,-156.49,0,2004-05-24 00:00:00
33.26,-156.98,0,2004-05-24 00:00:00
33.38,-156.38,0,2004-05-24 00:00:00
32.4,-64.42,0.014849,2004-05-25 00:00:00
33.09,-156.27,0.000665,2004-05-25 00:00:00
33.54,-64.87,0.010124,2004-05-25 00:00:00
32.35,-155.1,0,2004-05-26 00:00:00
34.43,-65.63,0.00162,2004-05-27 00:00:00
33.02,-152.9,0,2004-05-28 00:00:00
36.14,-63.92,0.007199,2004-05-28 00:00:00
33.56,-152.27,0,2004-05-30 00:00:00
33.47,-151.63,0.00216,2004-05-31 00:00:00
42.25,-61.83,0.000771,2004-05-31 00:00:00
41.14,-70.94,0.000675,2004-06-25 00:00:00
39.35,-71.19,0.00054,2004-06-26 00:00:00
41.89,-70.39,0,2004-07-08 00:00:00
42.53,-69.77,0,2004-07-09 00:00:00
42.84,-69.17,0.00108,2004-07-10 00:00:00
43.21,-69.16,0,2004-07-11 00:00:00
32.76,-150.21,0,2004-07-17 00:00:00
33.35,-150.87,0,2004-07-17 00:00:00
33.1,-149.63,0.00054,2004-07-18 00:00:00
42.91,-70.24,0,2004-07-18 00:00:00
42.58,-69.95,0.00108,2004-07-19 00:00:00
33.06,-148.13,0,2004-07-20 00:00:00
42.41,-69.72,0,2004-07-20 00:00:00
32.84,-147.81,0,2004-07-23 00:00:00
33.08,-147.02,0,2004-07-24 00:00:00
32.37,-146.51,0,2004-08-02 00:00:00
31.72,-144.77,0,2004-08-03 00:00:00
31.06,-143.46,0.00054,2004-08-04 00:00:00
31.54,-143.82,0,2004-08-04 00:00:00
39.75,-69.57,0.000623,2004-08-07 00:00:00
40.01,-69.08,0,2004-08-07 00:00:00
40.4,-68.45,0.00135,2004-08-08 00:00:00
40.98,-68.55,0,2004-08-08 00:00:00
41.37,-68.81,0.000386,2004-08-09 00:00:00
41.9,-69.03,0,2004-08-09 00:00:00
42.43,-69.91,0,2004-08-10 00:00:00
42.65,-69.55,0,2004-08-10 00:00:00
42.13,-70.44,0,2004-08-11 00:00:00
42.16,-70.33,0,2004-08-11 00:00:00
42.37,-70.18,0.011434,2004-08-11 00:00:00
42.4,-70.44,0.0027,2004-08-11 00:00:00
42.41,-70.6,0.00162,2004-08-11 00:00:00
29.37,-139.91,0,2004-08-16 00:00:00
29.98,-140,0,2004-08-16 00:00:00
28.54,-140.09,0,2004-08-17 00:00:00
28.72,-140.03,0,2004-08-17 00:00:00
40.78,-70.39,0,2004-08-19 00:00:00
40.89,-70.33,0,2004-08-19 00:00:00
41.05,-70.86,0.00054,2004-08-19 00:00:00
40.43,-69.1,0.00054,2004-08-20 00:00:00
40.83,-68.56,0,2004-08-20 00:00:00
41.16,-68.92,0,2004-08-21 00:00:00
41.74,-69.25,0,2004-08-21 00:00:00
42.27,-69.58,0.0036,2004-08-21 00:00:00
28.41,-140.21,0,2004-08-28 00:00:00
42,-70.36,0.0006,2004-09-02 00:00:00
42.45,-70.4,0.006687,2004-09-03 00:00:00
43.34,-68.18,0.00108,2004-09-04 00:00:00
42.94,-70.46,0.00072,2004-09-05 00:00:00
43.25,-69.42,0,2004-09-05 00:00:00
42.91,-70.47,0.006479,2004-09-06 00:00:00
43.44,-69.06,0,2004-09-07 00:00:00
28.04,-140.48,0,2004-09-15 00:00:00
27.33,-142.18,0.000831,2004-09-16 00:00:00
27.84,-140.77,0.0006,2004-09-16 00:00:00
26.6,-142.77,0,2004-10-17 00:00:00
24.59,-143.47,0.010349,2004-10-18 00:00:00
25.68,-143.09,0,2004-10-18 00:00:00
39.62,-66.49,0.002879666666666667,2004-10-18 00:00:00
39.71,-67.97,0,2004-10-18 00:00:00
39.73,-68.55,0.00108,2004-10-18 00:00:00
23.35,-144.31,0,2004-10-19 00:00:00
24.28,-143.99,0.00054,2004-10-19 00:00:00
37.32,-63.44,0.006299,2004-10-19 00:00:00
22.99,-148.78,0,2004-10-20 00:00:00
23.15,-144.69,0,2004-10-20 00:00:00
23.65,-149.74,0,2004-10-21 00:00:00
24.21,-149.32,0,2004-10-21 00:00:00
35.15,-61.73,0.00216,2004-10-21 00:00:00
24.37,-147.78,0.223182,2004-10-22 00:00:00
24.52,-148.47,0,2004-10-22 00:00:00
33.52,-60.64,0,2004-10-22 00:00:00
25.28,-147,0.678031,2004-10-23 00:00:00
25.94,-146.58,0.081533,2004-10-23 00:00:00
26.14,-143.12,0,2004-10-24 00:00:00
26.21,-144.53,0.015119,2004-10-24 00:00:00
28.63,-58.22,0,2004-10-24 00:00:00
29.18,-58.51,0.00108,2004-10-24 00:00:00
29.19,-58.58,0,2004-10-24 00:00:00
25.69,-141.14,0,2004-10-25 00:00:00
26.05,-141.2,0.00054,2004-10-25 00:00:00
27.03,-57.63,0.0054,2004-10-25 00:00:00
24.73,-139.58,0,2004-10-26 00:00:00
25.35,-141.11,0,2004-10-26 00:00:00
26.17,-56.82,0.00216,2004-10-26 00:00:00
26.84,-57.51,0.001643,2004-10-26 00:00:00
26.9,-57.56,0.0012,2004-10-26 00:00:00
23.52,-141.63,0,2004-10-27 00:00:00
24.03,-138.44,0,2004-10-27 00:00:00
26.13,-56.53,0.007019,2004-10-27 00:00:00
22.11,-141.71,0,2004-10-28 00:00:00
22.76,-141.69,0,2004-10-28 00:00:00
26.16,-56.54,0.00594,2004-10-28 00:00:00
21.15,-142.77,0,2004-10-29 00:00:00
21.42,-142.07,0,2004-10-29 00:00:00
18.97,-143.47,0.0027,2004-10-31 00:00:00
19.8,-143.03,0,2004-10-31 00:00:00
22.08,-58.07,0.022089,2004-10-31 00:00:00
19.24,-143.41,0,2004-11-01 00:00:00
19.51,-144.23,0,2004-11-01 00:00:00
20.22,-58.76,0.00108,2004-11-01 00:00:00
18.52,-59.56,0,2004-11-02 00:00:00
19.43,-145.47,0.00108,2004-11-02 00:00:00
19.62,-146.5,0.00054,2004-11-02 00:00:00
19.73,-146.63,0,2004-11-02 00:00:00
16.87,-60.33,0,2004-11-03 00:00:00
19.96,-146.64,0.00054,2004-11-03 00:00:00
20.15,-147.77,0,2004-11-03 00:00:00
14.54,-60.61,0,2004-11-04 00:00:00
20.14,-148.94,0,2004-11-04 00:00:00
20.35,-154.67,0,2004-11-04 00:00:00
20.6,-154.81,0,2004-11-05 00:00:00
20.57,-154.86,0.0027,2004-11-06 00:00:00
20.61,-155,0,2004-11-07 00:00:00
13.3,-61.47,0,2004-11-08 00:00:00
13.39,-61.54,0.00162,2004-11-09 00:00:00
13.88,-61.71,0,2004-11-09 00:00:00
14.34,-61.71,0.00162,2004-11-10 00:00:00
15.93,-61.92,0,2004-11-15 00:00:00
20.27,-156.47,0,2004-11-17 00:00:00
19.95,-156.16,0,2004-11-18 00:00:00
18.46,-157.58,0.0027,2004-11-19 00:00:00
19.24,-156.55,0,2004-11-19 00:00:00
17.39,-64.99,0.000982,2004-11-29 00:00:00
15.94,-63.93,0.00054,2004-11-30 00:00:00
16.88,-159.15,0,2004-11-30 00:00:00
17.55,-158.31,0.002999,2004-11-30 00:00:00
14.06,-63.67,0.0054,2004-12-01 00:00:00
16.36,-159.94,0.004049,2004-12-01 00:00:00
12.76,-63.67,0.006381,2004-12-02 00:00:00
16.13,-162,0.00162,2004-12-02 00:00:00
16.28,-160.37,0,2004-12-02 00:00:00
12.55,-65.11,0,2004-12-03 00:00:00
12.86,-66.22,0,2004-12-03 00:00:00
15.25,-157.55,0,2004-12-03 00:00:00
15.94,-162.49,0,2004-12-03 00:00:00
12.19,-67.18,0,2004-12-04 00:00:00
13.08,-67.17,0.00054,2004-12-04 00:00:00
14.12,-157.12,0,2004-12-04 00:00:00
14.71,-157.43,0.0018,2004-12-04 00:00:00
11.24,-67.11,0,2004-12-05 00:00:00
12.2,-67.53,0,2004-12-05 00:00:00
12.95,-156.94,0.0054,2004-12-05 00:00:00
13.69,-156.87,0.004646,2004-12-05 00:00:00
11.09,-156.77,0.010799,2004-12-06 00:00:00
11.44,-156.82,0.00108,2004-12-06 00:00:00
12.52,-156.96,0.0018,2004-12-06 00:00:00
10.33,-156.71,0.00054,2004-12-07 00:00:00
8.38,-151.97,0.000864,2004-12-08 00:00:00
9.55,-155.93,0.00135,2004-12-08 00:00:00
6.84,-149.44,0,2004-12-09 00:00:00
7.43,-149.9,0.00162,2004-12-09 00:00:00
5.79,-147.72,0,2004-12-10 00:00:00
6.42,-148.97,0,2004-12-10 00:00:00
12.65,-68.65,0,2004-12-10 00:00:00
13.46,-69.15,0.00054,2004-12-10 00:00:00
14.19,-69.54,0,2004-12-10 00:00:00
4.41,-145.74,0,2004-12-11 00:00:00
5.28,-146.64,0,2004-12-11 00:00:00
15.04,-69.97,0,2004-12-11 00:00:00
2.89,-137.24,0.000771,2004-12-12 00:00:00
3.48,-143.62,0,2004-12-12 00:00:00
16.17,-70.49,0,2004-12-12 00:00:00
16.58,-70.77,0.0009,2004-12-12 00:00:00
17.02,-71.52,0,2004-12-12 00:00:00
2.19,-135.73,0,2004-12-13 00:00:00
17.56,-72.2,0,2004-12-13 00:00:00
17.79,-72.33,0,2004-12-13 00:00:00
39.9,-157.2,0,2004-12-15 00:00:00
40.16,-157.42,0,2004-12-15 00:00:00
16.86,-73.25,0,2004-12-16 00:00:00
17.81,-72.14,0.00432,2004-12-16 00:00:00
33.1,-156.49,0,2004-12-16 00:00:00
33.26,-156.98,0,2004-12-16 00:00:00
16.8,-74.29,0.002314,2004-12-17 00:00:00
33.38,-156.38,0,2004-12-17 00:00:00
17.13,-74.75,0,2004-12-18 00:00:00
17.56,-75.34,0.00216,2004-12-18 00:00:00
18.13,-75.37,0,2004-12-18 00:00:00
32.35,-155.1,0,2004-12-18 00:00:00
33.02,-152.9,0,2004-12-19 00:00:00
33.56,-152.27,0,2004-12-19 00:00:00
33.35,-150.87,0,2004-12-21 00:00:00
32.76,-150.21,0,2004-12-22 00:00:00
32.84,-147.81,0,2004-12-23 00:00:00
33.06,-148.13,0,2004-12-23 00:00:00
33.08,-147.02,0,2004-12-24 00:00:00
31.72,-144.77,0,2004-12-25 00:00:00
32.37,-146.51,0,2004-12-25 00:00:00
31.54,-143.82,0,2004-12-26 00:00:00
29.98,-140,0,2004-12-31 00:00:00
24.27,-82.11,0.00108,2005-01-03 00:00:00
24.19,-81.84,0.000771,2005-01-04 00:00:00
28.72,-140.03,0,2005-01-06 00:00:00
29.37,-139.91,0,2005-01-06 00:00:00
28.54,-140.09,0,2005-01-07 00:00:00
28.41,-140.21,0,2005-01-17 00:00:00
28.04,-140.48,0,2005-01-18 00:00:00
26.6,-142.77,0,2005-01-31 00:00:00
25.68,-143.09,0,2005-02-10 00:00:00
24.78,-79.72,0,2005-02-12 00:00:00
24.79,-79.72,0.001473,2005-02-12 00:00:00
23.35,-144.31,0,2005-02-13 00:00:00
23.15,-144.69,0,2005-02-14 00:00:00
26.59,-79.32,0,2005-02-14 00:00:00
22.99,-148.78,0,2005-02-15 00:00:00
27.89,-78.18,0,2005-02-15 00:00:00
27.99,-77.55,0.076134,2005-02-15 00:00:00
23.65,-149.74,0,2005-02-16 00:00:00
24.21,-149.32,0,2005-02-16 00:00:00
24.52,-148.47,0,2005-02-16 00:00:00
28.1,-76.25,0.00054,2005-02-16 00:00:00
27.67,-72.1,0,2005-02-17 00:00:00
27.77,-72.71,0.0018,2005-02-17 00:00:00
27.79,-72.69,0.006872,2005-02-17 00:00:00
27.8,-72.67,0.003375,2005-02-17 00:00:00
28.21,-74.37,0.00162,2005-02-17 00:00:00
27.47,-70.42,0.0054,2005-02-18 00:00:00
27.66,-71.12,0.013885,2005-02-18 00:00:00
27.69,-71.63,0.006479,2005-02-18 00:00:00
27.75,-71.64,0.009719,2005-02-18 00:00:00
27.76,-71.61,0.028961,2005-02-18 00:00:00
26.14,-143.12,0,2005-02-19 00:00:00
25.35,-141.11,0,2005-02-20 00:00:00
25.69,-141.14,0,2005-02-20 00:00:00
25.96,-68.42,0.0054,2005-02-20 00:00:00
26.26,-69.11,0,2005-02-20 00:00:00
24.03,-138.44,0,2005-02-21 00:00:00
24.73,-139.58,0,2005-02-21 00:00:00
19.98,-70.59,0.016799,2005-02-25 00:00:00
22.76,-141.69,0,2005-02-25 00:00:00
23.52,-141.63,0,2005-02-25 00:00:00
19.8,-143.03,0,2005-02-26 00:00:00
21.15,-142.77,0,2005-02-26 00:00:00
21.42,-142.07,0,2005-02-26 00:00:00
22.11,-141.71,0,2005-02-26 00:00:00
19.24,-143.41,0,2005-02-27 00:00:00
19.51,-144.23,0,2005-02-28 00:00:00
19.88,-69.13,0.019978,2005-03-01 00:00:00
19.89,-70.1,0.00216,2005-03-01 00:00:00
19.73,-146.63,0,2005-03-02 00:00:00
19.28,-69.09,0,2005-03-03 00:00:00
20.14,-148.94,0,2005-03-03 00:00:00
20.15,-147.77,0,2005-03-03 00:00:00
20.35,-154.67,0,2005-03-03 00:00:00
20.6,-154.81,0,2005-03-04 00:00:00
20.61,-155,0,2005-03-04 00:00:00
19.74,-69.53,0.009719,2005-03-05 00:00:00
20.02,-69.85,0.016199,2005-03-05 00:00:00
20.27,-156.47,0,2005-03-05 00:00:00
19.95,-156.16,0,2005-03-06 00:00:00
20.19,-70.83,0,2005-03-06 00:00:00
20.29,-71.48,0,2005-03-06 00:00:00
19.24,-156.55,0,2005-03-07 00:00:00
18.98,-75.08,0.003,2005-03-08 00:00:00
18.99,-75.14,0.00405,2005-03-08 00:00:00
18.99,-75.11,0.00324,2005-03-08 00:00:00
19.02,-75.31,0,2005-03-08 00:00:00
19.4,-73.99,0.00216,2005-03-08 00:00:00
16.88,-159.15,0,2005-03-09 00:00:00
18.94,-75.84,0.00216,2005-03-09 00:00:00
18.95,-75.81,0.006479,2005-03-09 00:00:00
18.95,-75.78,0.00162,2005-03-09 00:00:00
19.01,-75.52,0.001543,2005-03-09 00:00:00
16.28,-160.37,0,2005-03-10 00:00:00
15.25,-157.55,0,2005-03-11 00:00:00
15.94,-162.49,0,2005-03-11 00:00:00
24.02,-82.06,0.010799,2005-03-17 00:00:00
24.16,-81.99,0.00378,2005-03-17 00:00:00
23.84,-81.55,0.007559,2005-03-27 00:00:00
23.98,-81.64,0,2005-03-27 00:00:00
14.12,-157.12,0,2005-03-28 00:00:00
24.19,-80.81,0.0009,2005-03-28 00:00:00
25.21,-80.03,0.002025,2005-03-28 00:00:00
26.43,-79.41,0,2005-03-29 00:00:00
26.48,-79.63,0,2005-03-29 00:00:00
26.95,-79.25,0.016199,2005-03-30 00:00:00
27.38,-79.55,0.011879,2005-03-30 00:00:00
28.6,-80.02,0.00108,2005-03-31 00:00:00
29.78,-80.52,0.0008,2005-03-31 00:00:00
29.97,-80.97,0,2005-03-31 00:00:00
30.46,-80.76,0,2005-04-01 00:00:00
6.42,-148.97,0,2005-04-02 00:00:00
6.84,-149.44,0,2005-04-02 00:00:00
30.66,-80.15,0.001274,2005-04-02 00:00:00
5.79,-147.72,0,2005-04-03 00:00:00
3.48,-143.62,0,2005-04-04 00:00:00
4.41,-145.74,0,2005-04-04 00:00:00
5.28,-146.64,0,2005-04-04 00:00:00
31.33,-74.8,0.00054,2005-04-04 00:00:00
31.18,-73.25,0,2005-04-05 00:00:00
31.23,-73.62,0.00054,2005-04-05 00:00:00
2.19,-135.73,0,2005-04-06 00:00:00
31.02,-71.56,0.077214,2005-04-06 00:00:00
31.15,-71.04,0.00108,2005-04-06 00:00:00
31.17,-72.31,0,2005-04-06 00:00:00
31.51,-70.29,0.00378,2005-04-07 00:00:00
31.75,-69.11,0.003599,2005-04-08 00:00:00
31.93,-68.51,0.00594,2005-04-08 00:00:00
31.99,-66.03,0,2005-04-09 00:00:00
32.04,-67.26,0,2005-04-09 00:00:00
40.16,-157.42,0,2005-04-09 00:00:00
32.18,-64.7,0,2005-04-13 00:00:00
39.9,-157.2,0,2005-04-13 00:00:00
32.31,-63.39,0.00162,2005-04-14 00:00:00
32.36,-64.12,0,2005-04-14 00:00:00
31.41,-61.68,0.035097,2005-04-15 00:00:00
31.91,-62.25,0.004723,2005-04-15 00:00:00
32.04,-62.79,0,2005-04-15 00:00:00
33.26,-156.98,0,2005-04-15 00:00:00
30.77,-61.33,0.092593,2005-04-16 00:00:00
33.1,-156.49,0,2005-04-16 00:00:00
33.38,-156.38,0,2005-04-16 00:00:00
30.06,-60.4,0.078704,2005-04-17 00:00:00
30.46,-60.98,0.008099,2005-04-17 00:00:00
29.06,-59.57,0.048596,2005-04-18 00:00:00
29.69,-59.97,0.045511,2005-04-18 00:00:00
32.35,-155.1,0,2005-04-18 00:00:00
33.02,-152.9,0,2005-04-18 00:00:00
27.3,-59.07,0.00594,2005-04-19 00:00:00
28.22,-59.25,0.025918,2005-04-19 00:00:00
25.15,-59.17,0.022273,2005-04-20 00:00:00
23.87,-59.03,0.00432,2005-04-21 00:00:00
20.27,-59.4,0.0054,2005-04-22 00:00:00
20.67,-59.49,0.00378,2005-04-22 00:00:00
19.76,-59.79,0.00162,2005-04-23 00:00:00
18.57,-60.82,0.00162,2005-04-24 00:00:00
18.77,-60.59,0.006171,2005-04-24 00:00:00
19.31,-59.94,0.0054,2005-04-24 00:00:00
17.72,-61,0.0012,2005-04-25 00:00:00
16.61,-61.76,0,2005-04-26 00:00:00
16.87,-61.36,0,2005-04-26 00:00:00
17.67,-62.92,0,2005-04-28 00:00:00
18.37,-64.13,0,2005-04-28 00:00:00
18.42,-64.35,0,2005-05-09 00:00:00
18.76,-63.83,0.000491,2005-05-09 00:00:00
18.84,-63.62,0.013113,2005-05-10 00:00:00
19.5,-63.76,0.012419,2005-05-10 00:00:00
20.03,-64,0.006299,2005-05-11 00:00:00
20.48,-64.24,0.012959,2005-05-11 00:00:00
21.15,-64.42,0.007919,2005-05-12 00:00:00
21.72,-64.54,0.033747,2005-05-12 00:00:00
32.76,-150.21,0,2005-05-12 00:00:00
33.35,-150.87,0,2005-05-12 00:00:00
33.56,-152.27,0,2005-05-12 00:00:00
23.04,-64.61,0.010799,2005-05-13 00:00:00
33.06,-148.13,0,2005-05-13 00:00:00
24.62,-64.62,0.013499,2005-05-14 00:00:00
25.23,-64.74,0.056156,2005-05-14 00:00:00
26.15,-64.84,0.00378,2005-05-15 00:00:00
26.74,-64.47,0.025918,2005-05-15 00:00:00
32.84,-147.81,0,2005-05-15 00:00:00
27.54,-64.44,0.015659,2005-05-16 00:00:00
28.52,-64.34,0.046196,2005-05-16 00:00:00
33.08,-147.02,0,2005-05-16 00:00:00
28.86,-64.34,0.008099,2005-05-17 00:00:00
29.57,-64.3,0.065875,2005-05-17 00:00:00
31.54,-143.82,0,2005-05-17 00:00:00
31.72,-144.77,0,2005-05-17 00:00:00
32.37,-146.51,0,2005-05-17 00:00:00
30.93,-64.6,0.107991,2005-05-18 00:00:00
29.37,-139.91,0,2005-05-19 00:00:00
29.98,-140,0,2005-05-19 00:00:00
31.62,-65.03,0.026016,2005-05-19 00:00:00
28.54,-140.09,0,2005-05-20 00:00:00
28.72,-140.03,0,2005-05-20 00:00:00
32.13,-64.63,0.009899,2005-05-20 00:00:00
28.41,-140.21,0,2005-05-21 00:00:00
32.78,-64.11,0.007559,2005-05-23 00:00:00
28.04,-140.48,0,2005-05-24 00:00:00
33.52,-63.6,0.006479,2005-05-24 00:00:00
34.32,-63.78,0.011339,2005-05-24 00:00:00
38.3,-63.13,0.001963,2005-05-26 00:00:00
40.16,-62.65,0.00108,2005-05-27 00:00:00
44.03,-59.03,0.148188,2005-05-30 00:00:00
44.25,-60.28,0.002025,2005-05-30 00:00:00
44.35,-59.49,0.0009,2005-05-30 00:00:00
44.38,-62.28,0.023218,2005-05-31 00:00:00
26.6,-142.77,0,2005-06-02 00:00:00
25.68,-143.09,0,2005-06-03 00:00:00
43.1,-65.28,0.054596,2005-06-05 00:00:00
43.61,-67,0,2005-06-06 00:00:00
43.78,-68.73,0.018014,2005-06-08 00:00:00
44.05,-67.93,0.0006,2005-06-08 00:00:00
43.64,-69.63,0.008639,2005-06-09 00:00:00
42.8,-69.61,0.00216,2005-06-10 00:00:00
43.05,-70.01,0.0048,2005-06-10 00:00:00
42.34,-70.31,0,2005-06-11 00:00:00
