Latitude,Longitude,Average of MicroPlastic,Sample_Date
15.63,-76.2,0,1992-03-04 00:00:00
16.25,-76.18,0.0003,1992-03-04 00:00:00
16.37,-76.65,0,1992-03-05 00:00:00
17.23,-77.18,0,1992-03-05 00:00:00
17.85,-77.68,0,1992-03-05 00:00:00
17.17,-78.28,0.00045,1992-03-06 00:00:00
17.32,-78.7,0.010799,1992-03-06 00:00:00
17.85,-77.68,0,1992-03-06 00:00:00
17.32,-78.7,0,1992-03-07 00:00:00
17.5,-79.28,0.0027,1992-03-07 00:00:00
13.82,-81.58,0.00027,1992-03-08 00:00:00
14.18,-81.58,0.00081,1992-03-08 00:00:00
16.98,-80.38,0.000491,1992-03-08 00:00:00
17.17,-80.02,0.004448499999999999,1992-03-08 00:00:00
17.28,-79.45,0.000635,1992-03-08 00:00:00
14.75,-81.67,0.00108,1992-03-09 00:00:00
16.98,-80.38,0.00216,1992-03-09 00:00:00
15.97,-81.77,0.006479,1992-03-10 00:00:00
16.24,-81.2,0.0003855,1992-03-10 00:00:00
16.32,-85.93,0,1992-03-13 00:00:00
16.32,-85.9,0.00108,1992-03-13 00:00:00
16.53,-85.58,0.00081,1992-03-13 00:00:00
24.21,-84.02,0.000675,1992-03-20 00:00:00
24.73,-83.47,0,1992-03-20 00:00:00
25.88,-80.02,0,1992-04-02 00:00:00
26.33,-79.73,0.001028,1992-04-03 00:00:00
26.17,-78.62,0,1992-04-04 00:00:00
25.75,-77.1,0,1992-04-05 00:00:00
25.18,-75.02,0.0072510000000000005,1992-04-06 00:00:00
25.4,-75.18,0,1992-04-06 00:00:00
25.77,-77.15,0,1992-04-06 00:00:00
24.45,-76.27,0.000704,1992-04-08 00:00:00
25.28,-75.92,0.0004325,1992-04-11 00:00:00
26.12,-78.53,0,1992-04-21 00:00:00
26.32,-78.17,0.00216,1992-04-21 00:00:00
25.92,-77.53,0.00162,1992-04-22 00:00:00
25.93,-76.72,0.00405,1992-04-22 00:00:00
25.78,-76.62,0.00324,1992-04-23 00:00:00
26.44,-79.02,0.0059395,1992-04-23 00:00:00
24.82,-75.98,0,1992-04-24 00:00:00
26.36,-78.57,0,1992-04-24 00:00:00
24.13,-76.12,0.00432,1992-04-25 00:00:00
25.62,-76.55,0.0056695,1992-04-25 00:00:00
25.67,-77.37,0.00216,1992-04-25 00:00:00
23.92,-75.32,0.00135,1992-04-26 00:00:00
24.13,-76.12,0.00216,1992-04-26 00:00:00
24.22,-74.98,0,1992-04-27 00:00:00
24.53,-76.09,0.0027,1992-04-27 00:00:00
24.28,-75.02,0.00459,1992-04-28 00:00:00
24.33,-75.4,0.0037795000000000003,1992-04-28 00:00:00
24.79,-76.07,0.0027,1992-04-29 00:00:00
25.38,-74.65,0.0027,1992-04-30 00:00:00
26.85,-71.67,0.0078295,1992-04-30 00:00:00
25.55,-74.22,0.00567,1992-05-01 00:00:00
25.87,-73.68,0.0027,1992-05-01 00:00:00
27.15,-71.18,0.008369000000000001,1992-05-01 00:00:00
27.68,-70.83,0.047786,1992-05-01 00:00:00
28.42,-70.18,0.007289500000000001,1992-05-01 00:00:00
25.95,-72.9,0.00108,1992-05-02 00:00:00
25.95,-72.13,0.006840000000000001,1992-05-02 00:00:00
28.9,-69.57,0.00297,1992-05-02 00:00:00
26.39,-72.55,0.0018900000000000002,1992-05-03 00:00:00
27.1,-72.17,0.00378,1992-05-03 00:00:00
29.27,-68.57,0.0307775,1992-05-03 00:00:00
27.97,-71.74,0.00324,1992-05-04 00:00:00
28.3,-71.18,0.009719,1992-05-04 00:00:00
29.92,-67.87,0.026728,1992-05-04 00:00:00
30.43,-67.68,0.006599,1992-05-04 00:00:00
28.93,-70.54,0.00135,1992-05-05 00:00:00
29.65,-69.72,0.016739,1992-05-05 00:00:00
31.57,-67.18,0.008639,1992-05-05 00:00:00
31.98,-66.37,0.007829000000000001,1992-05-05 00:00:00
29.96,-68.44,0.010259500000000001,1992-05-06 00:00:00
30.33,-67.79,0.0399565,1992-05-06 00:00:00
31,-66.49,0.0075595,1992-05-07 00:00:00
31.57,-65.83,0.011879,1992-05-07 00:00:00
32.1,-64.95,0.014309,1992-05-07 00:00:00
33.63,-64.68,0.0027,1992-05-11 00:00:00
34.1,-64.92,0.019438499999999997,1992-05-11 00:00:00
34.67,-65.48,0.0164685,1992-05-12 00:00:00
35.18,-65.78,0.00162,1992-05-12 00:00:00
32.67,-64.48,0.0018900000000000002,1992-05-13 00:00:00
33.54,-64.24,0.015118999999999999,1992-05-13 00:00:00
35.85,-65.93,0.00054,1992-05-13 00:00:00
34.6,-63.75,0.0027,1992-05-14 00:00:00
35.47,-63.87,0.014849000000000001,1992-05-14 00:00:00
38.15,-64.77,0.0044285,1992-05-14 00:00:00
36.24,-64.42,0.038336999999999996,1992-05-15 00:00:00
37.73,-64.9,0.0028469999999999997,1992-05-15 00:00:00
38.73,-65.4,0.0040495,1992-05-15 00:00:00
39.1,-64.55,0.00324,1992-05-16 00:00:00
39.33,-65.77,0.0040495,1992-05-16 00:00:00
39.76,-65,0.00027,1992-05-16 00:00:00
40.18,-65.82,0.00216,1992-05-16 00:00:00
40.35,-65.54,0.00027,1992-05-17 00:00:00
41.32,-66.1,0.00108,1992-05-17 00:00:00
41.58,-66.63,0,1992-05-17 00:00:00
42,-66.48,0,1992-05-18 00:00:00
42.33,-66.1,0.00297,1992-05-18 00:00:00
42.43,-66.23,0.00135,1992-05-18 00:00:00
43.13,-65.17,0.00405,1992-05-18 00:00:00
42.58,-65.77,0,1992-05-19 00:00:00
42.66,-64.39,0.00054,1992-05-20 00:00:00
43.89,-64.4,0.012149,1992-05-20 00:00:00
44.05,-64.37,0.00324,1992-05-20 00:00:00
42.58,-65.43,0,1992-05-23 00:00:00
42.78,-66.57,0,1992-05-23 00:00:00
43.18,-67.98,0,1992-05-24 00:00:00
43.3,-68.65,0,1992-05-24 00:00:00
43.93,-64.54,0,1992-05-24 00:00:00
43.26,-66.17,0.00054,1992-05-25 00:00:00
43.48,-69.66,0,1992-05-25 00:00:00
43.48,-69.66,0,1992-05-26 00:00:00
43.82,-69.5,0.00081,1992-05-28 00:00:00
42.67,-69.32,0.0053995,1992-05-29 00:00:00
41.36,-71.05,0.00351,1992-06-09 00:00:00
40.45,-69.42,0.0018900000000000002,1992-06-10 00:00:00
40.15,-69.48,0.00054,1992-06-11 00:00:00
41.23,-68.33,0.00054,1992-06-12 00:00:00
41.24,-68.35,0,1992-06-12 00:00:00
41.12,-71.53,0.00135,1992-06-19 00:00:00
40.82,-71.02,0.000982,1992-06-21 00:00:00
41.37,-70.98,0.00108,1992-06-21 00:00:00
40.2,-70.5,0,1992-06-22 00:00:00
37.37,-69.42,0.008639,1992-06-23 00:00:00
39.1,-69.52,0.0059395,1992-06-25 00:00:00
38.77,-69.1,0.014039,1992-06-26 00:00:00
39.77,-69.1,0.011879,1992-06-26 00:00:00
40.37,-68.75,0,1992-06-26 00:00:00
40.97,-68.65,0.00081,1992-06-26 00:00:00
42.33,-70.78,0,1992-07-15 00:00:00
40.45,-69.8,0.00054,1992-07-16 00:00:00
41.25,-67.6,0.00135,1992-07-17 00:00:00
41.7,-69.55,0.00054,1992-07-17 00:00:00
40.47,-63.92,0.00162,1992-07-19 00:00:00
41.03,-65.72,0.00324,1992-07-19 00:00:00
40.47,-63.68,0,1992-07-20 00:00:00
40.53,-62.1,0.00054,1992-07-20 00:00:00
41.17,-59.23,0.00054,1992-07-21 00:00:00
41.6,-56.83,0.000491,1992-07-22 00:00:00
41.7,-54.15,0.010799,1992-07-23 00:00:00
42.23,-52.17,0.007559,1992-07-25 00:00:00
45.37,-51.95,0.00108,1992-07-28 00:00:00
45.38,-51.97,0.00108,1992-07-28 00:00:00
46.3,-52.95,0,1992-08-03 00:00:00
46.57,-54.1,0.001878,1992-08-04 00:00:00
46.75,-54.98,0.00162,1992-08-04 00:00:00
45.97,-56.8,0.00162,1992-08-07 00:00:00
47.27,-56.27,0,1992-08-07 00:00:00
45,-58.55,0.00054,1992-08-08 00:00:00
45.33,-57.75,0.00432,1992-08-08 00:00:00
44.05,-61.03,0.00594,1992-08-11 00:00:00
44.22,-63.87,0,1992-08-12 00:00:00
43.1,-64.21,0.00054,1992-08-15 00:00:00
43.27,-63.87,0,1992-08-15 00:00:00
42.45,-64.54,0,1992-08-16 00:00:00
41.56,-65.07,0.0004725,1992-08-17 00:00:00
40.7,-70.12,0.00162,1992-08-19 00:00:00
42.61,-68.19,0.00162,1992-08-19 00:00:00
40.57,-70.25,0.014579,1992-08-20 00:00:00
40.77,-70.08,0.00054,1992-08-20 00:00:00
43.14,-68.8,0.00027,1992-08-21 00:00:00
43.39,-68.81,0.00297,1992-08-22 00:00:00
41.1,-68.92,0,1992-09-01 00:00:00
40.63,-69.88,0.00054,1992-09-02 00:00:00
41.07,-70.62,0.00216,1992-09-02 00:00:00
40.85,-70.62,0.0018895000000000001,1992-10-15 00:00:00
40.95,-70.63,0.00216,1992-10-15 00:00:00
39.82,-69.08,0,1992-10-16 00:00:00
40.25,-70.15,0.014848,1992-10-16 00:00:00
40.3,-70.18,0.00027,1992-10-16 00:00:00
40.33,-69.9,0,1992-10-16 00:00:00
38.48,-67.45,0.00135,1992-10-17 00:00:00
39.03,-68.33,0.00054,1992-10-17 00:00:00
40.42,-67.55,0.00108,1992-10-17 00:00:00
37.43,-65.38,0.00189,1992-10-18 00:00:00
38.13,-66.2,0.00081,1992-10-18 00:00:00
40.78,-60.25,0,1992-10-18 00:00:00
38.2,-60.9,0,1992-10-20 00:00:00
33,-61.62,0.00594,1992-10-21 00:00:00
33.53,-61.62,0.00216,1992-10-21 00:00:00
36.3,-59.95,0.0010195,1992-10-21 00:00:00
32.53,-60.62,0.0027,1992-10-22 00:00:00
33.05,-60.87,0.012419,1992-10-22 00:00:00
33.07,-60.87,0.00594,1992-10-22 00:00:00
35.73,-59.45,0.011621,1992-10-22 00:00:00
32.47,-60.18,0.00432,1992-10-23 00:00:00
34.12,-58.17,0.020518,1992-10-23 00:00:00
35.05,-59.25,0.011398,1992-10-23 00:00:00
30.03,-59.88,0.0186285,1992-10-25 00:00:00
30.9,-60.48,0.024838,1992-10-25 00:00:00
31.47,-55.68,0.009366,1992-10-25 00:00:00
28.73,-58.23,0.038067000000000004,1992-10-26 00:00:00
29.3,-59.37,0.008099,1992-10-26 00:00:00
29.67,-55.17,0.0134985,1992-10-26 00:00:00
30.45,-55.7,0.041699,1992-10-26 00:00:00
27.32,-55.15,0.0078005,1992-10-27 00:00:00
27.78,-57.62,0.011068999999999999,1992-10-27 00:00:00
28.17,-57.8,0.00054,1992-10-27 00:00:00
28.25,-55.02,0.033747,1992-10-27 00:00:00
25.58,-56.28,0.0036715000000000003,1992-10-28 00:00:00
25.93,-58,0.009989000000000001,1992-10-28 00:00:00
26.05,-55.98,0.013671500000000001,1992-10-28 00:00:00
26.98,-57.8,0.006749,1992-10-28 00:00:00
23.47,-58.37,0.0056695,1992-10-29 00:00:00
24.05,-58.13,0.0078295,1992-10-29 00:00:00
24.33,-57.2,0.00108,1992-10-29 00:00:00
24.9,-58.1,0.00189,1992-10-29 00:00:00
21.82,-58.78,0.0035995000000000003,1992-10-30 00:00:00
22.4,-58.38,0.00351,1992-10-30 00:00:00
23.53,-57.75,0.005737,1992-10-30 00:00:00
20.88,-59.15,0.0103805,1992-10-31 00:00:00
20.98,-59.33,0.009719,1992-10-31 00:00:00
22.07,-59.27,0.00108,1992-10-31 00:00:00
17.92,-59.75,0.0024105,1992-11-01 00:00:00
18.53,-59.6,0.00054,1992-11-01 00:00:00
18.83,-59.35,0.0048595,1992-11-01 00:00:00
19.57,-59.48,0,1992-11-01 00:00:00
19.7,-59.35,0.00054,1992-11-01 00:00:00
16.08,-59.95,0,1992-11-02 00:00:00
16.57,-60.48,0.0003375,1992-11-02 00:00:00
17.03,-59.57,0,1992-11-02 00:00:00
17.8,-59.43,0.00108,1992-11-02 00:00:00
14.77,-60.55,0,1992-11-03 00:00:00
14.58,-61.33,0.00135,1992-11-04 00:00:00
15,-61.4,0.00054,1992-11-06 00:00:00
12.92,-61.08,0.0046795000000000005,1992-11-07 00:00:00
13.72,-60.68,0,1992-11-07 00:00:00
14.23,-61.18,0,1992-11-07 00:00:00
13.35,-61.38,0.00054,1992-11-08 00:00:00
11.72,-61.9,0,1992-11-09 00:00:00
12.32,-61.88,0,1992-11-09 00:00:00
14.85,-62.38,0.0045005,1992-11-18 00:00:00
15.87,-63.03,0.0007205,1992-11-19 00:00:00
16.73,-63.68,0,1992-11-19 00:00:00
17.3,-64.4,0.00108,1992-11-20 00:00:00
18.53,-64.4,0,1992-12-01 00:00:00
17.25,-64.35,0.015659,1992-12-02 00:00:00
16.8,-64.2,0,1992-12-03 00:00:00
17.22,-63.45,0.00054,1992-12-03 00:00:00
15.23,-62.78,0,1992-12-04 00:00:00
15.83,-62.93,0,1992-12-04 00:00:00
16.48,-63.15,0,1992-12-04 00:00:00
13.65,-62.47,0.00216,1992-12-05 00:00:00
14.23,-62.67,0,1992-12-05 00:00:00
14.47,-62.6,0.00162,1992-12-05 00:00:00
15.08,-63.07,0,1992-12-05 00:00:00
12.67,-61.53,0,1992-12-06 00:00:00
13.25,-62,0,1992-12-06 00:00:00
12.73,-61.7,0,1992-12-09 00:00:00
12.2,-62.4,0,1992-12-10 00:00:00
10.88,-63.73,0.00216,1992-12-11 00:00:00
11.5,-63.38,0,1992-12-11 00:00:00
11.28,-63.53,0,1992-12-12 00:00:00
12.32,-68.08,0,1992-12-12 00:00:00
12.53,-67.98,0.00108,1992-12-12 00:00:00
10.55,-64.68,0.00162,1992-12-13 00:00:00
10.85,-64.43,0,1992-12-13 00:00:00
10.98,-65.1,0.014579,1992-12-14 00:00:00
12.93,-68.65,0,1992-12-16 00:00:00
13.25,-68.92,0.00054,1992-12-16 00:00:00
11.3,-66.55,0.00108,1992-12-17 00:00:00
14.08,-69.03,0,1992-12-17 00:00:00
11.97,-68.07,0.00216,1992-12-18 00:00:00
14.9,-69.45,0,1992-12-18 00:00:00
15.57,-69.95,0.00054,1992-12-18 00:00:00
18.08,-68.97,0.013499,1992-12-20 00:00:00
11.98,-68.22,0.00216,1992-12-21 00:00:00
18.08,-68.22,0,1992-12-21 00:00:00
18.43,-68.22,0,1992-12-21 00:00:00
12.22,-68.08,0.00108,1992-12-22 00:00:00
19.02,-68.55,0.00162,1992-12-22 00:00:00
14.07,-68.7,0.009719,1992-12-23 00:00:00
20.18,-69.92,0,1992-12-23 00:00:00
17.72,-69.2,0,1992-12-25 00:00:00
20.2,-70.38,0.00054,1992-12-25 00:00:00
20.4,-71.57,0.00054,1992-12-27 00:00:00
20.23,-70.08,0,1992-12-28 00:00:00
20.58,-70.17,0,1992-12-28 00:00:00
20.73,-69.95,0,1992-12-28 00:00:00
21.63,-76.23,0.00216,1992-12-31 00:00:00
20.13,-71.87,0,1993-01-01 00:00:00
21.97,-75.93,0.00054,1993-01-01 00:00:00
20.65,-72.73,0,1993-01-02 00:00:00
20.93,-73.83,0,1993-01-03 00:00:00
21.37,-74.57,0.00378,1993-01-03 00:00:00
23.57,-81.78,0,1993-01-04 00:00:00
23.9,-81.73,0,1993-01-05 00:00:00
24.1,-81.77,0,1993-01-05 00:00:00
24.55,-76.03,0.00432,1993-01-05 00:00:00
25.9,-75.43,0.00162,1993-01-05 00:00:00
25.67,-76.07,0.00108,1993-01-06 00:00:00
25.82,-76.98,0.009179,1993-01-06 00:00:00
25.97,-77.97,0.00054,1993-01-07 00:00:00
26.27,-78.67,0,1993-01-07 00:00:00
24.52,-82.67,0,1993-01-16 00:00:00
24.53,-83.35,0,1993-01-17 00:00:00
23.97,-82.68,0.00054,1993-01-18 00:00:00
24.1,-83.18,0,1993-01-18 00:00:00
24.14,-82.83,0.00054,1993-01-25 00:00:00
24.42,-83.35,0.00027,1993-01-25 00:00:00
25.01,-83.51,0.00135,1993-01-26 00:00:00
25.37,-82.42,0.00054,1993-01-26 00:00:00
23.74,-80.69,0,1993-01-28 00:00:00
23.98,-81.59,0.00108,1993-01-28 00:00:00
23.47,-80.3,0.00054,1993-01-29 00:00:00
25.85,-78.18,0,1993-02-10 00:00:00
26.17,-79.13,0,1993-02-10 00:00:00
26.25,-78.57,0,1993-02-10 00:00:00
25.92,-76.75,0.015928499999999998,1993-02-11 00:00:00
25.75,-77.27,0.00216,1993-02-12 00:00:00
25.77,-77.28,0.00162,1993-02-12 00:00:00
26.13,-75.22,0.0083695,1993-02-12 00:00:00
25.27,-75.13,0,1993-02-13 00:00:00
25.58,-75.82,0.009246,1993-02-13 00:00:00
24.43,-72.43,0.00216,1993-02-14 00:00:00
25.27,-75.13,0,1993-02-14 00:00:00
22.9,-72.07,0.00054,1993-02-15 00:00:00
24.62,-74.32,0.00054,1993-02-15 00:00:00
21.1,-72.87,0,1993-02-16 00:00:00
23.92,-74.23,0.00027,1993-02-16 00:00:00
24.05,-74.05,0.00081,1993-02-17 00:00:00
18.75,-75.43,0.00081,1993-02-18 00:00:00
22.75,-72.42,0.00378,1993-02-18 00:00:00
23.47,-73.92,0.00108,1993-02-18 00:00:00
21,-72.92,0.00027,1993-02-19 00:00:00
22.75,-72.42,0,1993-02-19 00:00:00
15.9,-74.97,0,1993-02-20 00:00:00
18.8,-74.97,0,1993-02-21 00:00:00
18.38,-76.15,0.00054,1993-02-23 00:00:00
18.45,-76.48,0.00027,1993-02-23 00:00:00
18.35,-76.23,0.00135,1993-02-24 00:00:00
18.25,-76.2,0.00027,1993-02-27 00:00:00
10.53,-75.92,0,1993-02-28 00:00:00
17.27,-76.03,0.0053995,1993-02-28 00:00:00
11.95,-77.68,0.00027,1993-03-01 00:00:00
15.48,-76.05,0.00108,1993-03-01 00:00:00
12.48,-78.37,0,1993-03-02 00:00:00
15.38,-76,0.00162,1993-03-02 00:00:00
13.92,-78.9,0,1993-03-03 00:00:00
15.82,-76.35,0.00081,1993-03-03 00:00:00
15.57,-78.98,0,1993-03-04 00:00:00
16.85,-77.25,0.00054,1993-03-04 00:00:00
16.1,-79.5,0.00162,1993-03-05 00:00:00
17.05,-78.02,0.00108,1993-03-05 00:00:00
17.65,-80.42,0.00054,1993-03-06 00:00:00
16.5,-82.18,0,1993-03-08 00:00:00
16.58,-84.12,0.00216,1993-03-09 00:00:00
16.22,-85.88,0,1993-03-10 00:00:00
16.45,-79.18,0,1993-03-29 00:00:00
26.17,-79.28,0,1993-03-29 00:00:00
26.23,-79.28,0,1993-03-29 00:00:00
25.98,-77.85,0,1993-03-30 00:00:00
26.05,-79.3,0.00108,1993-03-30 00:00:00
26.17,-79.02,0,1993-03-30 00:00:00
26.2,-78.47,0.0026230000000000003,1993-03-30 00:00:00
25.6,-77.58,0,1993-03-31 00:00:00
25.38,-77.55,0.00243,1993-04-01 00:00:00
25.65,-76.42,0.0037795,1993-04-01 00:00:00
25.9,-76.1,0.0004765,1993-04-02 00:00:00
25.53,-76.12,0.00027,1993-04-03 00:00:00
25.97,-79.73,0,1993-04-22 00:00:00
25.97,-79.73,0.00054,1993-04-23 00:00:00
26.41,-78.76,0.001028,1993-05-05 00:00:00
26.47,-79.28,0,1993-05-05 00:00:00
25.89,-77.39,0,1993-05-06 00:00:00
25.91,-78.23,0.00054,1993-05-06 00:00:00
26.42,-77.91,0,1993-05-06 00:00:00
26.45,-78.7,0.00324,1993-05-06 00:00:00
25.6,-77.13,0.00054,1993-05-07 00:00:00
25.65,-76.94,0.00054,1993-05-07 00:00:00
25.87,-77.37,0.00108,1993-05-07 00:00:00
25.88,-77.38,0,1993-05-07 00:00:00
25.89,-77.37,0,1993-05-07 00:00:00
26.2,-78.25,0.0038655,1993-05-07 00:00:00
26.3,-78.37,0.0010415,1993-05-07 00:00:00
25.3,-76.17,0.011436,1993-05-08 00:00:00
25.95,-77.65,0,1993-05-08 00:00:00
25.42,-76.28,0.0160515,1993-05-09 00:00:00
25.71,-75.96,0.00378,1993-05-11 00:00:00
25.92,-75.79,0.00162,1993-05-12 00:00:00
26,-75,0.00594,1993-05-12 00:00:00
26.4,-75.76,0.035097,1993-05-12 00:00:00
27.41,-74.76,0.00486,1993-05-12 00:00:00
23.78,-75.08,0.08595,1993-05-13 00:00:00
24,-74.68,0.0011575,1993-05-14 00:00:00
24.17,-74.63,0.009584500000000001,1993-05-14 00:00:00
28.08,-73.64,0,1993-05-14 00:00:00
28.58,-72.84,0.024838,1993-05-14 00:00:00
24.75,-74.28,0.00486,1993-05-15 00:00:00
25.25,-73.6,0.013207,1993-05-15 00:00:00
29,-71.82,0.007559,1993-05-15 00:00:00
29.68,-70.36,0.047516,1993-05-15 00:00:00
23.23,-72.55,0.0154095,1993-05-16 00:00:00
25.83,-72.87,0.054705000000000004,1993-05-16 00:00:00
26.17,-72.5,0.0303755,1993-05-16 00:00:00
29.69,-70.36,0.0723545,1993-05-16 00:00:00
29.69,-70.35,0.0448165,1993-05-16 00:00:00
26.5,-72.53,0.0240635,1993-05-17 00:00:00
26.87,-71.95,0.015188,1993-05-18 00:00:00
27.47,-71.08,0.0575315,1993-05-18 00:00:00
28.08,-70.37,0.041037000000000004,1993-05-19 00:00:00
41.72,-69.73,0,1993-06-21 00:00:00
41.77,-69.75,0,1993-06-21 00:00:00
40.16,-69.71,0.00054,1993-06-23 00:00:00
41.3,-68.79,0.00216,1993-06-25 00:00:00
40.93,-70.42,0.00216,1993-07-07 00:00:00
41.28,-68.82,0,1993-07-08 00:00:00
43.35,-62.98,0.00027,1993-07-23 00:00:00
43.28,-70.03,0,1993-07-28 00:00:00
41.47,-70.52,0,1993-08-07 00:00:00
40.77,-70.62,0.00108,1993-08-08 00:00:00
40.93,-70.42,0.00054,1993-08-08 00:00:00
41.18,-70.93,0.0027,1993-08-08 00:00:00
41.18,-70.87,0,1993-08-08 00:00:00
39.93,-71.15,0.00054,1993-08-09 00:00:00
40.43,-71.12,0,1993-08-09 00:00:00
39.4,-70.6,0,1993-08-10 00:00:00
39.45,-70.68,0.00054,1993-08-10 00:00:00
41.57,-69.4,0,1993-08-10 00:00:00
41.54,-70.73,0,1993-08-17 00:00:00
40.98,-70.45,0.00288,1993-08-23 00:00:00
40.08,-68.97,0,1993-08-24 00:00:00
40.88,-69.19,0.00108,1993-08-25 00:00:00
41.52,-70.81,0,1993-08-31 00:00:00
42.06,-70.3,0,1993-09-01 00:00:00
42.07,-70.52,0,1993-09-03 00:00:00
42.33,-70.43,0,1993-09-03 00:00:00
40.62,-71.52,0,1993-10-15 00:00:00
41.03,-71.07,0,1993-10-15 00:00:00
41.25,-71.25,0.00054,1993-10-15 00:00:00
41.4,-70.85,0,1993-10-15 00:00:00
40.02,-71.3,0,1993-10-16 00:00:00
40.62,-71,0,1993-10-16 00:00:00
40.63,-71,0,1993-10-16 00:00:00
40.67,-71.23,0.00135,1993-10-16 00:00:00
39.67,-70.42,0.00054,1993-10-17 00:00:00
38.18,-69.3,0.0003,1993-10-18 00:00:00
37.8,-67.9,0.0018,1993-10-19 00:00:00
38.38,-69.28,0,1993-10-19 00:00:00
37.75,-66.67,0.007019,1993-10-20 00:00:00
35.8,-63.25,0.027079,1993-10-21 00:00:00
36.22,-65.38,0.008837999999999999,1993-10-21 00:00:00
36.45,-63.43,0.012419000000000001,1993-10-21 00:00:00
36.87,-64.17,0.00432,1993-10-21 00:00:00
34.6,-65.2,0.0365305,1993-10-22 00:00:00
32.68,-62.07,0.022502,1993-10-23 00:00:00
33.55,-61.18,0.0299675,1993-10-23 00:00:00
33.2,-60.55,0.00135,1993-10-24 00:00:00
33.38,-59.72,0.00405,1993-10-24 00:00:00
30.43,-60.55,0.0119705,1993-10-25 00:00:00
27.92,-60.18,0.021058,1993-10-26 00:00:00
30.85,-58.87,0.017008500000000003,1993-10-26 00:00:00
27.92,-60.18,0.00594,1993-10-27 00:00:00
25.4,-57.82,0.00189,1993-10-28 00:00:00
26.97,-58.23,0.0037800000000000004,1993-10-29 00:00:00
22.28,-58,0.023218,1993-10-30 00:00:00
25.08,-58.22,0.00567,1993-10-30 00:00:00
22.08,-58.53,0.0072895,1993-10-31 00:00:00
19.97,-58.73,0.00297,1993-11-01 00:00:00
16.98,-60,0.00027,1993-11-02 00:00:00
17.32,-59.93,0,1993-11-02 00:00:00
17.97,-59.03,0.00135,1993-11-02 00:00:00
15.53,-59.1,0.00054,1993-11-03 00:00:00
13.17,-59.67,0.00297,1993-11-04 00:00:00
14.1,-60.78,0,1993-11-04 00:00:00
14.03,-61.08,0.00162,1993-11-05 00:00:00
14.03,-61.08,0,1993-11-06 00:00:00
11.38,-59.92,0,1993-11-08 00:00:00
13.85,-61.07,0.0035095,1993-11-09 00:00:00
12.33,-61.82,0,1993-11-11 00:00:00
15.75,-62.5,0,1993-11-19 00:00:00
18.48,-64.25,0,1993-12-02 00:00:00
17.02,-63.43,0.00054,1993-12-03 00:00:00
17.02,-63,0.000982,1993-12-03 00:00:00
17.77,-63.78,0,1993-12-03 00:00:00
15.92,-63.08,0,1993-12-04 00:00:00
16.57,-63.37,0,1993-12-04 00:00:00
17.38,-63.38,0,1993-12-04 00:00:00
15.58,-62.67,0.00072,1993-12-05 00:00:00
15.98,-62.9,0,1993-12-05 00:00:00
16.33,-62.88,0,1993-12-05 00:00:00
14.13,-61.93,0,1993-12-06 00:00:00
15.33,-62.15,0.00171,1993-12-06 00:00:00
12.49,-61.68,0,1993-12-07 00:00:00
13.13,-61.12,0,1993-12-08 00:00:00
13.15,-61.1,0,1993-12-08 00:00:00
11.8,-61.38,0,1993-12-09 00:00:00
12.08,-62,0,1993-12-10 00:00:00
11.6,-63.87,0,1993-12-11 00:00:00
11.92,-62.17,0,1993-12-11 00:00:00
12.78,-61.72,0.00027,1993-12-14 00:00:00
11.47,-66.6,0.00072,1993-12-15 00:00:00
14.42,-62.08,0,1993-12-15 00:00:00
14.45,-62.08,0,1993-12-15 00:00:00
15.35,-62.1,0.007559,1993-12-15 00:00:00
15.37,-62.1,0.009604,1993-12-15 00:00:00
16.03,-62.37,0.00027,1993-12-16 00:00:00
16.38,-62.83,0,1993-12-16 00:00:00
12.07,-67.95,0.00054,1993-12-17 00:00:00
13.45,-61.73,0,1993-12-18 00:00:00
17.42,-66.22,0,1993-12-18 00:00:00
17.42,-65.3,0,1993-12-18 00:00:00
17.45,-66.22,0,1993-12-18 00:00:00
17.72,-66.9,0.000386,1993-12-19 00:00:00
13.4,-69.05,0,1993-12-20 00:00:00
18.47,-67.82,0,1993-12-20 00:00:00
15.12,-70.97,0,1993-12-21 00:00:00
16.8,-72.77,0,1993-12-22 00:00:00
19.98,-70.37,0.003243,1993-12-22 00:00:00
17.97,-74.48,0,1993-12-23 00:00:00
18.38,-75.45,0,1993-12-23 00:00:00
21.28,-72.72,0,1993-12-29 00:00:00
19.52,-81.95,0,1993-12-30 00:00:00
21.05,-84.08,0,1993-12-31 00:00:00
22.68,-74.55,0,1993-12-31 00:00:00
24.43,-75.93,0,1994-01-02 00:00:00
25.85,-76.47,0,1994-01-03 00:00:00
24.05,-80.15,0,1994-01-15 00:00:00
24.1,-81.03,0,1994-01-15 00:00:00
26.13,-78.9,0,1994-01-25 00:00:00
26.25,-79.48,0,1994-01-25 00:00:00
26.73,-78.62,0,1994-01-26 00:00:00
25.55,-79.4,0,1994-01-28 00:00:00
27.35,-78.3,0.002703,1994-02-09 00:00:00
27.5,-78.88,0,1994-02-09 00:00:00
26.2,-79.13,0.00054,1994-02-10 00:00:00
26.27,-78.57,0.0054055,1994-02-10 00:00:00
27.25,-77.65,0.008639,1994-02-10 00:00:00
25.6,-77.67,0.017548499999999998,1994-02-11 00:00:00
26.17,-78.13,0,1994-02-11 00:00:00
25.98,-76.2,0.0016235,1994-02-12 00:00:00
